experimento,campana,maquina,motor,celda,run,fecha,modelo_gen,rerank,coleccion,niveles,n_requests,n_ok,wall_s,duracion_telemetria_s,n_consultas_log,tokens_entrada,tokens_salida,tokens_salida_estim_palabras,energia_wh,energia_marginal_wh,pot_media_w,n_gpus
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_03,confianza,voz05,ollama,26b_4b_np1,run_03,2026-07-04 10:49:59,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,757.9,757.3,76,304667,25186,24180,49.022,21.466,233.0,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_04,confianza,voz05,ollama,26b_4b_np1,run_04,2026-07-04 11:03:30,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,638.6,638.2,76,310380,24577,23434,42.924,19.648,242.3,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_05,confianza,voz05,ollama,26b_4b_np1,run_05,2026-07-04 11:14:41,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,222.8,222.0,76,351068,25422,24210,22.5,4.279,364.7,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_06,confianza,voz05,ollama,26b_4b_np1,run_06,2026-07-04 11:18:56,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,212.2,212.0,76,394733,22860,21703,21.909,4.274,371.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_07,confianza,voz05,ollama,26b_4b_np1,run_07,2026-07-04 11:23:00,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,223.5,223.0,76,345718,25562,24320,22.664,4.185,365.6,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_08,confianza,voz05,ollama,26b_4b_np1,run_08,2026-07-04 11:27:16,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,219.1,219.0,76,350334,23572,22415,22.121,7.435,363.1,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_09,confianza,voz05,ollama,26b_4b_np1,run_09,2026-07-04 11:31:27,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,341.7,341.1,76,356633,24173,22960,28.148,10.687,297.2,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_10,confianza,voz05,ollama,26b_4b_np1,run_10,2026-07-04 11:37:41,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,215.0,215.0,76,326810,24077,22839,22.141,5.087,370.5,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_01,confianza,voz05,ollama,26b_4b_np4,run_01,2026-07-04 07:14:39,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,176.3,176.0,76,298244,32595,31045,17.69,5.729,361.5,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_02,confianza,voz05,ollama,26b_4b_np4,run_02,2026-07-04 07:18:08,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,137.2,137.0,76,317859,20154,19323,13.897,5.684,364.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_03,confianza,voz05,ollama,26b_4b_np4,run_03,2026-07-04 07:20:57,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,762.9,762.3,76,302852,25380,24663,45.641,17.795,215.6,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_04,confianza,voz05,ollama,26b_4b_np4,run_04,2026-07-04 07:34:39,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,466.5,466.2,76,313360,25426,24309,30.801,13.695,238.1,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_05,confianza,voz05,ollama,26b_4b_np4,run_05,2026-07-04 07:42:58,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,159.3,159.0,76,360914,24492,23292,16.042,5.762,362.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_06,confianza,voz05,ollama,26b_4b_np4,run_06,2026-07-04 07:46:10,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,153.4,153.0,76,393951,21522,20482,15.722,6.208,369.6,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_07,confianza,voz05,ollama,26b_4b_np4,run_07,2026-07-04 07:49:16,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,160.8,161.0,76,347235,25232,24058,16.307,5.143,364.4,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_08,confianza,voz05,ollama,26b_4b_np4,run_08,2026-07-04 07:52:30,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,295.3,295.1,76,349971,22676,21541,22.538,11.803,274.8,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_09,confianza,voz05,ollama,26b_4b_np4,run_09,2026-07-04 07:58:27,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,302.4,302.1,76,353417,22881,22111,22.69,11.633,270.7,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_10,confianza,voz05,ollama,26b_4b_np4,run_10,2026-07-04 08:04:02,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,154.7,154.0,76,327231,23898,22665,15.574,5.85,363.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_01,confianza,voz05,ollama,26b_4b_np8,run_01,2026-07-04 03:44:43,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,174.2,174.0,76,297320,31771,30275,17.089,7.382,353.4,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_02,confianza,voz05,ollama,26b_4b_np8,run_02,2026-07-04 03:48:09,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,436.3,436.1,76,330408,19962,19061,28.544,12.639,235.6,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_03,confianza,voz05,ollama,26b_4b_np8,run_03,2026-07-04 03:56:25,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,765.4,765.3,76,305572,25029,24079,45.733,16.982,215.2,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_04,confianza,voz05,ollama,26b_4b_np8,run_04,2026-07-04 04:10:10,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,450.4,450.1,76,312398,25492,24317,29.891,13.393,239.1,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_05,confianza,voz05,ollama,26b_4b_np8,run_05,2026-07-04 04:18:40,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,152.1,152.0,76,357869,23592,22533,15.127,5.865,358.1,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_06,confianza,voz05,ollama,26b_4b_np8,run_06,2026-07-04 04:21:45,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,156.2,156.0,76,392919,22556,21448,15.744,6.99,363.0,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_07,confianza,voz05,ollama,26b_4b_np8,run_07,2026-07-04 04:24:53,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,154.8,155.0,76,347736,24895,23755,15.542,7.59,360.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_08,confianza,voz05,ollama,26b_4b_np8,run_08,2026-07-04 04:28:02,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,289.4,289.1,76,352776,22389,21256,21.765,11.198,270.9,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_09,confianza,voz05,ollama,26b_4b_np8,run_09,2026-07-04 04:33:53,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,632.1,631.2,76,359701,23392,22237,38.672,15.044,220.7,2
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_10,confianza,voz05,ollama,26b_4b_np8,run_10,2026-07-04 04:44:59,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,155.3,155.0,76,330740,24620,23309,15.594,6.164,362.0,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_01,confianza,voz05,vllm,12b_06b,run_01,2026-07-04 22:49:15,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,74.1,74.0,85,330430,34339,30837,8.95,2.249,434.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_02,confianza,voz05,vllm,12b_06b,run_02,2026-07-04 22:50:30,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,55.9,55.0,81,360602,25255,22204,6.807,1.878,444.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_03,confianza,voz05,vllm,12b_06b,run_03,2026-07-04 22:51:26,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,144.1,144.1,83,344078,30857,27348,12.517,5.293,312.4,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_04,confianza,voz05,vllm,12b_06b,run_04,2026-07-04 22:53:50,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,74,61.6,61.0,82,295797,25760,23142,7.422,1.836,436.0,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_05,confianza,voz05,vllm,12b_06b,run_05,2026-07-04 22:54:53,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,63.0,62.0,83,414461,25612,22950,7.625,2.004,441.5,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_06,confianza,voz05,vllm,12b_06b,run_06,2026-07-04 22:55:56,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,55.0,54.0,78,390022,22964,20983,6.8,2.206,453.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_07,confianza,voz05,vllm,12b_06b,run_07,2026-07-04 22:56:51,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,71.6,71.0,82,391168,28287,25162,8.705,1.738,440.4,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_08,confianza,voz05,vllm,12b_06b,run_08,2026-07-04 22:58:03,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,55.9,55.0,81,390499,22723,20073,6.835,1.782,446.3,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_09,confianza,voz05,vllm,12b_06b,run_09,2026-07-04 22:59:00,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,74,61.8,61.0,82,358422,27950,24666,7.684,1.815,452.7,2
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_10,confianza,voz05,vllm,12b_06b,run_10,2026-07-04 23:00:02,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,63.0,62.0,76,336946,27610,26169,7.615,2.013,440.8,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_01,confianza,voz05,vllm,12b_4b,run_01,2026-07-04 22:37:54,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,80.7,80.0,82,342867,35934,32714,10.283,2.431,461.5,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_02,confianza,voz05,vllm,12b_4b,run_02,2026-07-04 22:39:15,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,66.2,66.0,82,351526,25573,22189,8.453,2.784,459.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_03,confianza,voz05,vllm,12b_4b,run_03,2026-07-04 22:40:22,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,71.6,71.0,82,336863,30905,27540,9.332,2.76,472.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_04,confianza,voz05,vllm,12b_4b,run_04,2026-07-04 22:41:34,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,65.6,65.0,82,345158,27462,24719,8.405,2.683,464.0,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_05,confianza,voz05,vllm,12b_4b,run_05,2026-07-04 22:42:40,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,64.2,64.0,82,398857,27439,24566,8.139,2.494,456.4,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_06,confianza,voz05,vllm,12b_4b,run_06,2026-07-04 22:43:44,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,58.9,58.0,78,404313,23417,21345,7.56,2.575,467.6,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_07,confianza,voz05,vllm,12b_4b,run_07,2026-07-04 22:44:44,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,73.0,73.0,82,381810,30151,27022,9.157,1.923,450.1,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_08,confianza,voz05,vllm,12b_4b,run_08,2026-07-04 22:45:57,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,58.1,58.0,81,370526,23783,21000,7.415,2.422,458.2,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_09,confianza,voz05,vllm,12b_4b,run_09,2026-07-04 22:46:56,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,64.9,65.0,82,388277,27494,24560,8.393,2.409,463.6,2
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_10,confianza,voz05,vllm,12b_4b,run_10,2026-07-04 22:48:01,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,61.4,61.0,77,357821,26863,24662,7.77,2.316,457.1,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_01,confianza,voz05,vllm,26b_06b,run_01,2026-07-04 01:04:20,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,51.7,51.0,92,353947,33759,27695,5.739,3.055,403.7,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_02,confianza,voz05,vllm,26b_06b,run_02,2026-07-04 01:05:13,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,40.8,40.0,82,329465,25008,21619,4.798,1.313,430.4,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_03,confianza,voz05,vllm,26b_06b,run_03,2026-07-04 01:05:54,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,86.8,86.0,91,359090,28725,24975,7.431,3.092,310.3,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_04,confianza,voz05,vllm,26b_06b,run_04,2026-07-04 01:07:21,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,42.8,42.0,92,381254,25407,21643,4.983,1.487,424.7,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_05,confianza,voz05,vllm,26b_06b,run_05,2026-07-04 01:08:04,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,40.6,40.0,92,471210,26035,20688,4.687,1.401,421.0,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_06,confianza,voz05,vllm,26b_06b,run_06,2026-07-04 01:08:45,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,39.0,38.0,82,397298,24931,21204,4.548,1.765,430.6,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_07,confianza,voz05,vllm,26b_06b,run_07,2026-07-04 01:09:25,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,49.1,49.0,86,380135,29018,25115,5.835,2.012,427.7,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_08,confianza,voz05,vllm,26b_06b,run_08,2026-07-04 01:10:14,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,64.3,64.0,82,394036,24696,21274,6.178,2.942,346.5,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_09,confianza,voz05,vllm,26b_06b,run_09,2026-07-04 01:11:19,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,47.6,47.0,90,440847,28816,24576,5.527,1.438,421.0,2
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_10,confianza,voz05,vllm,26b_06b,run_10,2026-07-04 01:12:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,46.6,46.0,76,335142,26080,24665,5.407,1.659,422.8,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_01,confianza,voz05,vllm,26b_4b,run_01,2026-07-04 22:26:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,56.8,56.0,91,380896,37059,31371,7.149,2.361,457.3,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_02,confianza,voz05,vllm,26b_4b,run_02,2026-07-04 22:27:22,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,42.4,42.0,91,378959,25643,19956,5.338,1.987,455.7,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_03,confianza,voz05,vllm,26b_4b,run_03,2026-07-04 22:28:04,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,44.4,44.0,90,342974,26314,23614,5.294,2.603,432.4,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_04,confianza,voz05,vllm,26b_4b,run_04,2026-07-04 22:28:49,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,50.1,50.0,91,393276,26641,23552,6.071,1.902,436.4,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_05,confianza,voz05,vllm,26b_4b,run_05,2026-07-04 22:29:40,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,43.5,43.0,85,400122,24625,21128,5.149,1.633,429.4,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_06,confianza,voz05,vllm,26b_4b,run_06,2026-07-04 22:30:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,47.3,47.0,83,431895,27093,22986,5.916,2.274,451.2,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_07,confianza,voz05,vllm,26b_4b,run_07,2026-07-04 22:31:11,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,50.0,50.0,85,379300,28841,24741,6.19,1.582,443.9,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_08,confianza,voz05,vllm,26b_4b,run_08,2026-07-04 22:32:02,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,47.4,47.0,86,382220,25599,21942,5.764,1.785,440.3,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_09,confianza,voz05,vllm,26b_4b,run_09,2026-07-04 22:32:50,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,46.5,46.0,88,411605,27755,24539,5.742,1.957,448.0,2
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_10,confianza,voz05,vllm,26b_4b,run_10,2026-07-04 22:33:36,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,48.3,48.0,76,346547,26606,25194,5.977,2.352,445.9,2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_01,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_01,2026-07-27 12:44:59,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,411.4,411.1,78,277936,31865,29833,45.171,16.561,395.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_02,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_02,2026-07-27 12:51:56,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,359.6,359.1,77,334439,23760,22286,38.412,13.615,385.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_06,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_06,2026-07-27 13:23:45,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,1249.8,1249.4,78,383604,23102,17301,126.384,12.033,364.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_07,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_07,2026-07-27 13:44:59,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,1111.6,1111.3,77,351125,27137,19146,113.711,12.36,368.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_08,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_08,2026-07-27 14:03:38,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,405.7,405.1,77,352781,24713,23005,41.34,21.017,367.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_09,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_09,2026-07-27 14:10:32,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,427.5,427.1,77,366114,25172,23469,42.31,30.09,356.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_10,confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,run_10,2026-07-27 14:17:47,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,414.7,414.1,78,335461,25397,23718,41.935,24.971,363.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_01,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_01,2026-07-27 11:01:48,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,317.9,318.1,78,283363,32638,30624,30.776,20.215,348.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_02,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_02,2026-07-27 11:07:14,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,257.8,258.1,77,322663,21849,20537,24.849,14.383,346.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_03,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_03,2026-07-27 11:11:40,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,324.0,324.1,78,349443,33610,31467,33.224,17.922,369.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_04,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_04,2026-07-27 11:17:13,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,288.6,288.1,78,314468,25944,24074,28.273,14.65,353.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_05,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_05,2026-07-27 11:22:09,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,259.5,259.1,78,353829,25317,23543,24.89,16.211,346.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_06,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_06,2026-07-27 11:26:37,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,431.7,431.1,77,378812,23089,21601,48.596,8.78,405.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_07,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_07,2026-07-27 11:34:01,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,384.8,384.1,77,351878,26622,24916,41.589,9.772,389.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_08,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_08,2026-07-27 11:40:36,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,288.8,289.1,77,348457,24162,22520,28.802,12.419,358.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_09,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_09,2026-07-27 11:45:34,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,298.6,298.1,77,363058,25301,23653,29.718,14.457,358.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_10,confianza_5090,gtc2pc4,llamacpp,12b_06b_np4,run_10,2026-07-27 11:50:41,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,301.8,302.1,78,332186,25931,24131,30.184,13.311,359.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_01,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_01,2026-07-31 12:10:49,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,270.5,270.1,77,267671,31074,29268,24.602,18.34,328.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_02,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_02,2026-07-31 12:15:31,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,266.5,266.1,77,324087,22063,20664,22.727,17.35,307.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_03,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_03,2026-07-31 12:20:11,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,302.0,302.1,77,341786,32953,30946,27.634,21.477,329.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_04,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_04,2026-07-31 12:25:24,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,281.8,282.1,77,312828,26738,24954,24.401,18.714,311.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_05,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_05,2026-07-31 12:30:19,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,280.8,281.1,77,350828,24122,22559,24.433,18.752,313.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_06,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_06,2026-07-31 12:35:11,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,276.7,276.1,77,379463,23214,21526,24.124,18.563,314.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_07,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_07,2026-07-31 12:40:00,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,294.1,294.1,77,351819,28041,26331,26.639,20.697,326.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_08,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_08,2026-07-31 12:45:08,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,270.0,270.1,77,352257,24643,23072,23.897,18.387,318.9,1
