experimento,campana,maquina,motor,celda,run,fecha,modelo_gen,rerank,coleccion,niveles,n_requests,n_ok,wall_s,duracion_telemetria_s,n_consultas_log,tokens_entrada,tokens_salida,tokens_salida_estim_palabras,energia_wh,energia_marginal_wh,pot_media_w,n_gpus
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_03,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_03,2026-07-31 19:48:47,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,803.9,804.3,76,303642,25507,24308,19.481,14.762,87.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_04,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_04,2026-07-31 20:02:35,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,950.8,950.3,76,291832,22512,21546,19.869,14.22,75.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_05,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_05,2026-07-31 20:18:50,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,254.0,254.1,76,383212,22793,21712,15.607,8.927,221.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_06,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_06,2026-07-31 20:23:28,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,248.8,249.1,76,390258,22187,21072,15.308,8.628,221.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_07,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_07,2026-07-31 20:28:01,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,265.1,265.1,76,331136,25753,24532,16.056,8.787,218.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_08,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_08,2026-07-31 20:32:51,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,374.9,375.1,76,356772,22293,21187,16.476,14.186,158.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_09,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_09,2026-07-31 20:39:30,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,259.5,259.1,76,357311,23329,22248,16.028,9.179,222.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_10,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_10,2026-07-31 20:44:13,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,256.2,256.1,76,330484,24373,23017,15.429,8.813,217.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_01,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_01,2026-08-01 01:16:10,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,335.8,336.1,76,298977,30938,29500,24.895,7.783,266.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_02,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_02,2026-08-01 01:22:10,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,263.4,263.1,76,313551,19757,18977,19.45,6.81,266.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_03,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_03,2026-08-01 01:26:58,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,942.6,942.2,76,303715,25003,24344,26.645,20.941,101.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_04,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_04,2026-08-01 01:43:04,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,556.8,557.2,76,313773,24627,23478,23.908,20.523,154.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_05,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_05,2026-08-01 01:52:46,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,291.1,291.1,76,352936,23349,22205,21.447,6.025,265.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_06,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_06,2026-08-01 01:58:01,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,282.4,282.1,76,393819,21812,20720,21.076,7.355,268.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_07,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_07,2026-08-01 02:03:08,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,298.7,298.1,76,342103,24697,23526,22.054,6.911,266.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_08,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_08,2026-08-01 02:08:30,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,389.4,389.1,76,349298,21202,20151,21.384,18.827,197.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_09,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_09,2026-08-01 02:15:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,402.9,403.1,76,363883,23185,22050,22.222,19.628,198.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np1/run_10,confianza_5090,gtc2pc4,ollama,26b_4b_np1,run_10,2026-08-01 02:22:32,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,294.7,294.1,76,330211,24131,22867,21.678,7.036,265.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_01,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_01,2026-07-31 23:03:22,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,278.2,278.1,76,299409,32778,31202,18.582,7.153,240.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_02,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_02,2026-07-31 23:08:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,359.2,359.1,76,314555,20502,19612,15.877,13.674,159.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_03,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_03,2026-07-31 23:14:47,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,792.9,793.2,76,307412,25990,24920,21.278,16.539,96.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_04,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_04,2026-07-31 23:28:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,404.4,404.2,76,310521,25529,24379,18.104,15.654,161.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_05,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_05,2026-07-31 23:35:34,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,248.9,249.1,76,362246,24424,23283,16.868,7.079,243.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_06,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_06,2026-07-31 23:40:06,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,243.8,244.1,76,396175,22826,21649,16.669,8.911,245.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_07,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_07,2026-07-31 23:44:34,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,248.8,249.1,76,342753,24955,23788,16.84,6.531,243.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_08,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_08,2026-07-31 23:49:07,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,351.7,351.1,76,350361,22121,21054,16.82,14.704,172.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_09,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_09,2026-07-31 23:55:23,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,490.3,490.3,76,348801,23032,22174,18.101,15.154,132.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np4/run_10,confianza_5090,gtc2pc4,ollama,26b_4b_np4,run_10,2026-08-01 00:03:58,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,242.4,242.1,76,331365,23691,22486,16.041,7.264,238.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_01,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_01,2026-07-31 20:48:54,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,292.6,292.1,76,297743,32219,30672,18.131,9.734,223.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_02,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_02,2026-07-31 20:54:12,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,489.6,489.1,76,305626,20069,19149,17.112,14.159,126.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_03,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_03,2026-07-31 21:02:45,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,800.9,800.4,76,310920,25962,24901,21.556,16.803,97.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_04,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_04,2026-07-31 21:16:31,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,365.0,365.1,76,307054,24441,23332,16.569,14.374,163.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_05,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_05,2026-07-31 21:23:01,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,263.6,263.1,76,349938,24133,23013,16.732,8.327,229.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_06,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_06,2026-07-31 21:27:49,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,262.2,262.1,76,393157,22198,21082,17.038,9.942,234.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_07,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_07,2026-07-31 21:32:35,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,266.2,266.1,76,343017,24813,23661,16.958,9.741,229.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_08,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_08,2026-07-31 21:37:25,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,365.1,365.1,76,345287,21965,20841,16.743,14.54,165.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_09,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_09,2026-07-31 21:43:55,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,635.5,635.3,76,356721,23070,21966,19.075,15.327,108.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_4b_np8/run_10,confianza_5090,gtc2pc4,ollama,26b_4b_np8,run_10,2026-07-31 21:54:55,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,260.3,260.1,76,330307,23984,22750,16.48,9.403,228.2,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_01,confianza_5090,gtc2pc4,vllm,12b_06b,run_01,2026-07-16 01:31:25,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,107.3,107.0,78,315213,34476,32019,12.545,3.094,421.3,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_02,confianza_5090,gtc2pc4,vllm,12b_06b,run_02,2026-07-16 01:33:21,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,95.2,95.0,78,348935,24401,22533,11.605,3.497,438.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_03,confianza_5090,gtc2pc4,vllm,12b_06b,run_03,2026-07-16 01:35:01,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,104.1,104.0,83,344730,30557,27180,12.725,3.214,439.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_04,confianza_5090,gtc2pc4,vllm,12b_06b,run_04,2026-07-16 01:36:48,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,92.1,92.0,79,304835,25418,23556,11.155,3.066,435.3,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_05,confianza_5090,gtc2pc4,vllm,12b_06b,run_05,2026-07-16 01:38:25,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,103.3,103.0,79,390548,24864,23235,12.897,3.154,449.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_06,confianza_5090,gtc2pc4,vllm,12b_06b,run_06,2026-07-16 01:40:13,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,99.7,99.0,77,385621,23071,21403,12.582,4.052,456.0,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_07,confianza_5090,gtc2pc4,vllm,12b_06b,run_07,2026-07-16 01:41:59,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,113.6,114.0,78,373281,27120,25204,14.109,3.31,444.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_08,confianza_5090,gtc2pc4,vllm,12b_06b,run_08,2026-07-16 01:43:58,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,98.5,98.0,78,376387,22032,20326,12.329,4.119,451.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_09,confianza_5090,gtc2pc4,vllm,12b_06b,run_09,2026-07-16 01:45:41,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,102.4,102.0,80,372575,26195,24279,12.795,3.521,450.6,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_06b/run_10,confianza_5090,gtc2pc4,vllm,12b_06b,run_10,2026-07-16 01:47:26,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,101.8,102.0,78,346395,27932,25713,12.662,3.766,445.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_01,confianza_5090,gtc2pc4,vllm,12b_4b,run_01,2026-07-16 01:49:13,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,112.9,113.0,81,340912,34858,32316,14.08,3.013,447.8,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_02,confianza_5090,gtc2pc4,vllm,12b_4b,run_02,2026-07-16 01:51:10,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,102.0,102.0,78,330509,24237,22495,12.77,3.788,449.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_03,confianza_5090,gtc2pc4,vllm,12b_4b,run_03,2026-07-16 01:52:57,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,109.6,109.0,80,336943,29083,26936,13.679,3.671,450.9,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_04,confianza_5090,gtc2pc4,vllm,12b_4b,run_04,2026-07-16 01:54:51,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,102.6,102.0,80,336913,26810,24827,12.769,3.627,449.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_05,confianza_5090,gtc2pc4,vllm,12b_4b,run_05,2026-07-16 01:56:37,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,105.5,105.0,80,378908,25976,24053,13.374,4.146,457.4,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_06,confianza_5090,gtc2pc4,vllm,12b_4b,run_06,2026-07-16 01:58:27,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,106.9,107.0,78,398565,24513,22025,13.766,4.802,461.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_07,confianza_5090,gtc2pc4,vllm,12b_4b,run_07,2026-07-16 02:00:20,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,113.9,114.0,78,359663,28089,26207,14.3,3.754,450.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_08,confianza_5090,gtc2pc4,vllm,12b_4b,run_08,2026-07-16 02:02:18,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,99.1,99.0,78,350324,23446,21636,12.612,4.035,457.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_09,confianza_5090,gtc2pc4,vllm,12b_4b,run_09,2026-07-16 02:04:02,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,108.2,108.0,79,378116,25880,23925,13.724,4.81,456.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/12b_4b/run_10,confianza_5090,gtc2pc4,vllm,12b_4b,run_10,2026-07-16 02:05:54,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,105.5,105.0,76,348482,26078,24697,13.265,3.68,453.8,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_01,confianza_5090,gtc2pc4,vllm,26b_06b,run_01,2026-07-31 10:47:34,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,67.4,67.0,84,320475,31290,27987,7.276,3.559,389.6,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_02,confianza_5090,gtc2pc4,vllm,26b_06b,run_02,2026-07-31 10:48:45,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,62.0,62.0,85,341077,24147,21017,6.707,2.977,388.1,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_03,confianza_5090,gtc2pc4,vllm,26b_06b,run_03,2026-07-31 10:49:49,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,58.7,59.0,86,332782,25792,24579,6.384,4.631,387.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_04,confianza_5090,gtc2pc4,vllm,26b_06b,run_04,2026-07-31 10:50:50,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,59.2,59.0,83,334551,23758,22582,6.638,2.278,403.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_05,confianza_5090,gtc2pc4,vllm,26b_06b,run_05,2026-07-31 10:51:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,59.9,60.0,84,421538,22467,19669,6.926,2.631,413.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_06,confianza_5090,gtc2pc4,vllm,26b_06b,run_06,2026-07-31 10:52:54,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,60.1,60.0,83,393690,24729,20845,6.846,3.059,409.0,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_07,confianza_5090,gtc2pc4,vllm,26b_06b,run_07,2026-07-31 10:53:57,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,61.1,61.0,83,369827,28654,25047,7.09,2.256,416.8,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_08,confianza_5090,gtc2pc4,vllm,26b_06b,run_08,2026-07-31 10:55:01,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,60.1,60.0,83,396043,24879,21575,6.819,2.73,407.4,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_09,confianza_5090,gtc2pc4,vllm,26b_06b,run_09,2026-07-31 10:56:03,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,61.2,61.0,84,388108,26102,23763,7.125,3.137,418.9,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_06b/run_10,confianza_5090,gtc2pc4,vllm,26b_06b,run_10,2026-07-31 10:57:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,62.1,62.0,76,335525,26283,24837,7.108,2.738,410.8,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_01,confianza_5090,gtc2pc4,vllm,26b_4b,run_01,2026-07-16 09:55:49,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,77.0,77.0,83,345884,33481,30213,8.905,2.914,415.0,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_02,confianza_5090,gtc2pc4,vllm,26b_4b,run_02,2026-07-16 09:57:08,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,65.8,66.0,84,350133,23585,20440,7.65,3.051,415.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_03,confianza_5090,gtc2pc4,vllm,26b_4b,run_03,2026-07-16 09:58:16,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,61.4,61.0,84,320427,24246,23301,7.141,2.033,420.3,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_04,confianza_5090,gtc2pc4,vllm,26b_4b,run_04,2026-07-16 09:59:19,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,65.2,65.0,83,352473,23849,22623,7.595,2.011,419.4,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_05,confianza_5090,gtc2pc4,vllm,26b_4b,run_05,2026-07-16 10:00:27,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,60.1,60.0,83,388597,25009,21958,7.173,2.302,429.0,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_06,confianza_5090,gtc2pc4,vllm,26b_4b,run_06,2026-07-16 10:01:29,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,69.4,69.0,83,433369,26035,22060,8.111,3.024,422.0,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_07,confianza_5090,gtc2pc4,vllm,26b_4b,run_07,2026-07-16 10:02:40,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,69.7,70.0,83,377333,28850,25274,8.296,2.063,425.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_08,confianza_5090,gtc2pc4,vllm,26b_4b,run_08,2026-07-16 10:03:52,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,63.5,63.0,84,377612,23985,20641,7.363,2.783,419.7,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_09,confianza_5090,gtc2pc4,vllm,26b_4b,run_09,2026-07-16 10:04:58,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,65.4,65.0,83,390712,25296,23242,7.76,2.458,428.5,1
eval/prueba_carga_usuarios/confianza_5090/vllm/26b_4b/run_10,confianza_5090,gtc2pc4,vllm,26b_4b,run_10,2026-07-16 10:06:06,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,75,68.4,68.0,76,349753,25642,24268,8.033,2.775,423.7,1
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_01,confianza_spec,voz05,vllm,26b_06b,run_01,2026-07-05 12:04:12,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,59.6,59.0,89,344531,32457,24537,6.207,3.002,377.3,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_02,confianza_spec,voz05,vllm,26b_06b,run_02,2026-07-05 12:05:13,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,46.5,46.0,87,357926,25474,19246,5.101,1.363,397.9,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_03,confianza_spec,voz05,vllm,26b_06b,run_03,2026-07-05 12:05:59,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,47.9,47.0,90,354418,26278,21771,5.177,2.54,396.1,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_04,confianza_spec,voz05,vllm,26b_06b,run_04,2026-07-05 12:06:48,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,47.4,47.0,88,363417,23559,19308,5.169,1.335,394.3,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_05,confianza_spec,voz05,vllm,26b_06b,run_05,2026-07-05 12:07:36,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,44.6,44.0,85,427685,23012,17884,4.926,1.302,401.7,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_06,confianza_spec,voz05,vllm,26b_06b,run_06,2026-07-05 12:08:20,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,47.3,47.0,82,391320,25269,19389,5.244,1.537,400.4,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_07,confianza_spec,voz05,vllm,26b_06b,run_07,2026-07-05 12:09:08,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,56.1,56.0,84,376175,28711,22412,6.158,1.724,394.4,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_08,confianza_spec,voz05,vllm,26b_06b,run_08,2026-07-05 12:10:05,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,46.0,46.0,83,394464,23972,18518,5.118,1.396,398.9,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_09,confianza_spec,voz05,vllm,26b_06b,run_09,2026-07-05 12:10:51,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,49.6,49.0,85,387241,25158,20939,5.423,1.731,397.8,2
eval/prueba_carga_usuarios/confianza_spec/on/vllm/26b_06b/run_10,confianza_spec,voz05,vllm,26b_06b,run_10,2026-07-05 12:11:41,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,48.1,48.0,76,335509,25926,22000,5.279,1.497,395.8,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_01,confianza_spec,voz05,vllm,12b_06b,run_01,2026-07-05 13:12:27,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,58.3,58.0,92,366788,37566,24121,6.814,3.891,420.9,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_02,confianza_spec,voz05,vllm,12b_06b,run_02,2026-07-05 13:13:26,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,43.7,43.0,82,365614,25856,16884,5.572,2.357,464.2,2
