timestamp, index, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/28 22:04:03.801, 0, 88855, 97887, 100, 503.96, 69
2026/06/28 22:04:03.801, 1, 16296, 97887, 15, 115.69, 42
2026/06/28 22:04:04.301, 0, 88855, 97887, 100, 499.49, 66
2026/06/28 22:04:04.302, 1, 16296, 97887, 0, 110.86, 42
2026/06/28 22:04:04.802, 0, 88855, 97887, 100, 490.98, 66
2026/06/28 22:04:04.802, 1, 16296, 97887, 0, 111.94, 42
2026/06/28 22:04:05.302, 0, 88855, 97887, 100, 488.85, 67
2026/06/28 22:04:05.302, 1, 16296, 97887, 0, 99.21, 42
2026/06/28 22:04:05.802, 0, 88855, 97887, 100, 495.42, 66
2026/06/28 22:04:05.802, 1, 16296, 97887, 0, 95.46, 42
2026/06/28 22:04:06.302, 0, 88855, 97887, 100, 508.23, 67
2026/06/28 22:04:06.302, 1, 16296, 97887, 0, 95.46, 42
2026/06/28 22:04:06.802, 0, 88855, 97887, 100, 512.90, 68
2026/06/28 22:04:06.803, 1, 16296, 97887, 0, 94.79, 42
2026/06/28 22:04:07.303, 0, 88855, 97887, 100, 511.10, 68
2026/06/28 22:04:07.303, 1, 16296, 97887, 0, 94.79, 42
2026/06/28 22:04:07.803, 0, 88855, 97887, 100, 509.47, 69
2026/06/28 22:04:07.803, 1, 16296, 97887, 0, 94.79, 41
2026/06/28 22:04:08.303, 0, 88855, 97887, 100, 502.77, 67
2026/06/28 22:04:08.303, 1, 16296, 97887, 0, 94.79, 41
2026/06/28 22:04:08.806, 0, 88855, 97887, 100, 495.07, 69
2026/06/28 22:04:08.806, 1, 16296, 97887, 0, 94.55, 41
2026/06/28 22:04:09.306, 0, 88855, 97887, 100, 494.00, 66
2026/06/28 22:04:09.308, 1, 16296, 97887, 0, 94.55, 41
2026/06/28 22:04:09.808, 0, 88855, 97887, 100, 494.42, 68
2026/06/28 22:04:09.808, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:10.309, 0, 88855, 97887, 100, 496.47, 68
2026/06/28 22:04:10.309, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:10.809, 0, 88855, 97887, 100, 498.06, 66
2026/06/28 22:04:10.809, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:11.309, 0, 88855, 97887, 100, 502.10, 69
2026/06/28 22:04:11.309, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:11.809, 0, 88855, 97887, 100, 498.91, 69
2026/06/28 22:04:11.809, 1, 16296, 97887, 0, 94.21, 41
2026/06/28 22:04:12.309, 0, 88855, 97887, 100, 493.41, 69
2026/06/28 22:04:12.309, 1, 16296, 97887, 0, 94.21, 41
2026/06/28 22:04:12.809, 0, 88855, 97887, 100, 489.79, 66
2026/06/28 22:04:12.809, 1, 16296, 97887, 0, 94.50, 41
2026/06/28 22:04:13.310, 0, 88855, 97887, 100, 500.31, 67
2026/06/28 22:04:13.310, 1, 16296, 97887, 0, 94.50, 41
2026/06/28 22:04:13.810, 0, 88855, 97887, 100, 513.29, 68
2026/06/28 22:04:13.810, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:14.310, 0, 88855, 97887, 100, 513.01, 69
2026/06/28 22:04:14.310, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:14.810, 0, 88855, 97887, 100, 510.80, 69
2026/06/28 22:04:14.810, 1, 16296, 97887, 0, 94.33, 41
2026/06/28 22:04:15.310, 0, 88855, 97887, 100, 505.40, 68
2026/06/28 22:04:15.310, 1, 16296, 97887, 0, 94.33, 41
2026/06/28 22:04:15.811, 0, 88855, 97887, 100, 503.52, 69
2026/06/28 22:04:15.811, 1, 16296, 97887, 0, 94.28, 41
2026/06/28 22:04:16.311, 0, 88855, 97887, 100, 503.17, 69
2026/06/28 22:04:16.311, 1, 16296, 97887, 0, 94.28, 41
2026/06/28 22:04:16.811, 0, 88855, 97887, 100, 505.01, 69
2026/06/28 22:04:16.811, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:17.311, 0, 88855, 97887, 100, 494.74, 69
2026/06/28 22:04:17.311, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:17.811, 0, 88855, 97887, 100, 483.40, 67
2026/06/28 22:04:17.811, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:18.311, 0, 88855, 97887, 100, 489.65, 67
2026/06/28 22:04:18.312, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:18.812, 0, 88855, 97887, 100, 488.25, 67
2026/06/28 22:04:18.812, 1, 16296, 97887, 0, 94.06, 41
2026/06/28 22:04:19.312, 0, 88855, 97887, 100, 504.11, 68
2026/06/28 22:04:19.312, 1, 16296, 97887, 0, 94.06, 41
2026/06/28 22:04:19.812, 0, 88855, 97887, 100, 500.29, 67
2026/06/28 22:04:19.812, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:20.312, 0, 88855, 97887, 100, 503.49, 67
2026/06/28 22:04:20.312, 1, 16296, 97887, 0, 94.30, 41
2026/06/28 22:04:20.812, 0, 88855, 97887, 100, 494.86, 67
2026/06/28 22:04:20.812, 1, 16296, 97887, 0, 94.21, 41
2026/06/28 22:04:21.312, 0, 88855, 97887, 100, 493.27, 69
2026/06/28 22:04:21.313, 1, 16296, 97887, 0, 94.21, 41
2026/06/28 22:04:21.813, 0, 88855, 97887, 100, 501.82, 67
2026/06/28 22:04:21.813, 1, 16296, 97887, 0, 94.26, 41
2026/06/28 22:04:22.313, 0, 88855, 97887, 100, 500.24, 69
2026/06/28 22:04:22.313, 1, 16296, 97887, 0, 94.26, 41
2026/06/28 22:04:22.813, 0, 88855, 97887, 100, 491.99, 67
2026/06/28 22:04:22.813, 1, 16296, 97887, 0, 94.23, 41
2026/06/28 22:04:23.313, 0, 88855, 97887, 100, 486.93, 69
2026/06/28 22:04:23.313, 1, 16296, 97887, 0, 94.23, 41
2026/06/28 22:04:23.813, 0, 88855, 97887, 100, 467.33, 64
2026/06/28 22:04:23.813, 1, 16296, 97887, 0, 93.88, 41
2026/06/28 22:04:24.313, 0, 88855, 97887, 100, 413.91, 62
2026/06/28 22:04:24.313, 1, 16296, 97887, 0, 93.88, 41
2026/06/28 22:04:24.814, 0, 88855, 97887, 100, 368.73, 62
2026/06/28 22:04:24.814, 1, 16296, 97887, 0, 93.82, 41
2026/06/28 22:04:25.314, 0, 88855, 97887, 100, 367.68, 61
2026/06/28 22:04:25.314, 1, 16296, 97887, 0, 93.82, 41
2026/06/28 22:04:25.814, 0, 88855, 97887, 100, 367.27, 61
2026/06/28 22:04:25.814, 1, 16296, 97887, 0, 94.26, 41
2026/06/28 22:04:26.314, 0, 88855, 97887, 100, 367.79, 61
2026/06/28 22:04:26.314, 1, 16296, 97887, 0, 94.26, 41
2026/06/28 22:04:26.814, 0, 88855, 97887, 100, 365.61, 61
2026/06/28 22:04:26.814, 1, 16296, 97887, 23, 154.03, 41
2026/06/28 22:04:27.314, 0, 88855, 97887, 100, 362.95, 61
2026/06/28 22:04:27.314, 1, 16296, 97887, 0, 136.26, 41
2026/06/28 22:04:27.815, 0, 88855, 97887, 100, 360.86, 60
2026/06/28 22:04:27.815, 1, 16296, 97887, 0, 95.89, 41
2026/06/28 22:04:28.315, 0, 88855, 97887, 100, 361.54, 60
2026/06/28 22:04:28.315, 1, 16296, 97887, 0, 95.81, 41
2026/06/28 22:04:28.815, 0, 88855, 97887, 100, 363.97, 60
2026/06/28 22:04:28.815, 1, 16296, 97887, 0, 95.81, 41
2026/06/28 22:04:29.315, 0, 88855, 97887, 100, 363.99, 60
2026/06/28 22:04:29.315, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:29.815, 0, 88855, 97887, 100, 362.48, 60
2026/06/28 22:04:29.815, 1, 16296, 97887, 0, 94.36, 41
2026/06/28 22:04:30.315, 0, 88855, 97887, 100, 361.79, 60
2026/06/28 22:04:30.315, 1, 16296, 97887, 48, 131.40, 44
2026/06/28 22:04:30.816, 0, 88855, 97887, 100, 364.33, 60
2026/06/28 22:04:30.816, 1, 16296, 97887, 64, 151.15, 44
2026/06/28 22:04:31.316, 0, 88855, 97887, 100, 373.23, 60
2026/06/28 22:04:31.316, 1, 16296, 97887, 71, 210.57, 45
2026/06/28 22:04:31.816, 0, 88855, 97887, 100, 374.10, 60
2026/06/28 22:04:31.816, 1, 16296, 97887, 71, 201.17, 43
2026/06/28 22:04:32.316, 0, 88855, 97887, 100, 371.30, 60
2026/06/28 22:04:32.316, 1, 16296, 97887, 0, 200.53, 42
2026/06/28 22:04:32.817, 0, 88855, 97887, 100, 370.12, 60
2026/06/28 22:04:32.817, 1, 16296, 97887, 0, 166.05, 42
2026/06/28 22:04:33.317, 0, 88855, 97887, 100, 371.30, 60
2026/06/28 22:04:33.317, 1, 16296, 97887, 0, 160.00, 42
2026/06/28 22:04:33.817, 0, 88855, 97887, 100, 367.93, 60
2026/06/28 22:04:33.817, 1, 16296, 97887, 0, 157.12, 44
2026/06/28 22:04:34.318, 0, 88855, 97887, 100, 365.70, 59
2026/06/28 22:04:34.318, 1, 16296, 97887, 0, 112.58, 42
2026/06/28 22:04:34.818, 0, 88855, 97887, 100, 365.60, 59
2026/06/28 22:04:34.818, 1, 16296, 97887, 0, 95.43, 42
2026/06/28 22:04:35.318, 0, 88855, 97887, 100, 367.08, 59
2026/06/28 22:04:35.318, 1, 16296, 97887, 0, 95.43, 42
2026/06/28 22:04:35.818, 0, 88855, 97887, 100, 366.15, 59
2026/06/28 22:04:35.818, 1, 16296, 97887, 0, 179.76, 43
2026/06/28 22:04:36.318, 0, 88855, 97887, 100, 362.52, 59
2026/06/28 22:04:36.318, 1, 16296, 97887, 0, 151.89, 42
2026/06/28 22:04:36.819, 0, 88855, 97887, 100, 360.61, 59
